e1,alpha1,e2,alpha2,e3,alpha3,e4,alpha4,e5,alpha5,e6,alpha6,e7,alpha7
2.466,2078.31786,2.4382,2086.79643,2.3907,2070.83929,2.3419,2085.82519,2.2844,2030.77699,2.2279,2010.7452,2.1827,2048.80878
2.4646,2052.48824,2.4368,2059.39412,2.3893,2046.58237,2.3405,2063.02479,2.283,2008.10748,2.2265,1986.44253,2.1813,2027.77244
2.4632,2033.37566,2.4354,2042.47533,2.3879,2025.27599,2.3391,2035.88315,2.2816,1983.75993,2.2251,1959.05258,2.1799,2006.46728
2.4618,2002.74759,2.434,2012.19879,2.3865,1994.29638,2.3377,2007.96797,2.2802,1964.44796,2.2237,1941.21866,2.1785,1985.67726
2.4604,1966.88966,2.4326,1973.60733,2.3851,1961.17199,2.3363,1988.6663,2.2788,1945.68638,2.2223,1924.83307,2.1771,1964.53969
2.459,1929.49129,2.4312,1934.72065,2.3837,1925.26194,2.3349,1961.46622,2.2774,1926.14127,2.2209,1907.19125,2.1757,1943.0913
2.4576,1901.34964,2.4298,1907.11232,2.3823,1896.58697,2.3335,1932.18995,2.276,1899.81143,2.2195,1875.6728,2.1743,1921.95007
2.4562,1875.20908,2.4284,1883.11704,2.3809,1868.30111,2.3321,1901.52808,2.2746,1870.7696,2.2181,1848.44526,2.1729,1891.09393
2.4548,1846.01829,2.427,1855.22164,2.3795,1837.81493,2.3307,1872.892,2.2732,1844.75,2.2167,1817.28604,2.1715,1870.21396
2.4534,1813.92261,2.4256,1827.29881,2.3781,1801.54642,2.3293,1840.62592,2.2718,1818.0394,2.2153,1784.90577,2.1701,1849.17303
2.452,1786.08695,2.4242,1796.75597,2.3767,1776.41792,2.3279,1818.69935,2.2704,1792.22369,2.2139,1754.40412,2.1687,1828.04325
2.4506,1760.33298,2.4228,1768.91649,2.3753,1752.74948,2.3265,1795.82812,2.269,1768.14265,2.2125,1727.55434,2.1673,1806.73096
2.4492,1736.2612,2.4214,1743.3431,2.3739,1730.1793,2.3251,1773.69101,2.2676,1745.76326,2.2111,1704.16681,2.1659,1785.3597
2.4478,1711.14294,2.42,1717.95897,2.3725,1705.32692,2.3237,1750.45039,2.2662,1723.98899,2.2097,1681.71028,2.1645,1764.2677
2.4463,1684.9008,2.4185,1692.4879,2.371,1678.3137,2.3222,1725.54794,2.2647,1698.59393,2.2082,1659.09209,2.163,1736.09577
2.4449,1664.39416,2.4171,1672.73458,2.3696,1657.05373,2.3208,1699.97958,2.2633,1671.55798,2.2068,1629.13974,2.1616,1711.97622
2.4434,1644.92635,2.4156,1652.78818,2.3681,1638.06453,2.3193,1676.24663,2.2618,1649.53579,2.2053,1601.29517,2.1601,1695.7764
2.4419,1623.12778,2.4141,1630.72639,2.3666,1616.52918,2.3178,1653.99344,2.2603,1625.2718,2.2038,1576.81541,2.1586,1671.72819
2.4404,1601.32224,2.4126,1608.42362,2.3651,1595.22086,2.3163,1630.09873,2.2588,1599.54391,2.2023,1546.38169,2.1571,1650.70613
2.439,1592.76022,2.4112,1602.00511,2.3637,1584.51534,2.3149,1615.19527,2.2574,1585.66758,2.2009,1526.89531,2.1557,1642.43986
2.4375,1575.12707,2.4097,1589.62604,2.3622,1561.62811,2.3134,1587.30754,2.2559,1556.63892,2.1994,1500.82884,2.1542,1610.449
2.4361,1556.97301,2.4083,1573.66151,2.3608,1541.28452,2.312,1561.68608,2.2545,1528.28711,2.198,1476.08465,2.1528,1578.48956
2.4346,1521.31122,2.4068,1532.31811,2.3593,1511.30433,2.3105,1538.59894,2.253,1507.17017,2.1965,1456.81002,2.1513,1555.53032
2.4331,1505.71792,2.4053,1517.15896,2.3578,1495.27688,2.309,1519.54245,2.2515,1486.21606,2.195,1433.98878,2.1498,1536.44334
2.4317,1485.33437,2.4039,1498.17968,2.3564,1473.48905,2.3076,1493.3906,2.2501,1458.45075,2.1936,1406.38642,2.1484,1508.51508
2.4302,1472.08147,2.4024,1487.27823,2.3549,1457.8847,2.3061,1469.75216,2.2486,1434.7092,2.1921,1381.89652,2.1469,1485.52188
2.4288,1446.1556,2.401,1459.5903,2.3535,1433.7209,2.3047,1445.84879,2.2472,1411.02849,2.1907,1359.55117,2.1455,1460.50581
2.4274,1413.32864,2.3996,1422.75182,2.3521,1404.90545,2.3033,1421.60072,2.2458,1387.8969,2.1893,1335.36851,2.1441,1438.42528
2.4259,1386.27121,2.3981,1393.78561,2.3506,1379.75682,2.3018,1395.39235,2.2443,1363.14793,2.1878,1312.86263,2.1426,1411.43324
2.4244,1359.19766,2.3966,1364.57383,2.3491,1354.82148,2.3003,1372.52076,2.2428,1341.14895,2.1863,1292.88457,2.1411,1387.41334
2.423,1332.89076,2.3952,1336.69538,2.3477,1330.08615,2.2989,1347.21497,2.2414,1314.61271,2.1849,1268.79241,2.1397,1358.43301
2.4216,1313.00871,2.3938,1317.01685,2.3463,1310.00056,2.2975,1323.50089,2.24,1291.07061,2.1835,1243.72883,2.1383,1336.41239
2.4201,1296.99754,2.3923,1303.54877,2.3448,1291.44631,2.296,1299.4547,2.2385,1266.57438,2.182,1219.69585,2.1368,1311.45291
2.4187,1289.41815,2.3909,1301.42157,2.3434,1278.41472,2.2946,1277.12851,2.2371,1242.97863,2.1806,1196.52193,2.1354,1287.43534
2.4173,1271.65905,2.3895,1284.94202,2.342,1259.37607,2.2932,1254.31748,2.2357,1220.34485,2.1792,1174.25391,2.134,1264.4358
2.4158,1254.89931,2.388,1269.43716,2.3405,1241.36147,2.2917,1232.62337,2.2342,1198.86221,2.1777,1152.32537,2.1325,1243.39905
2.4144,1228.47834,2.3866,1240.07667,2.3391,1217.88002,2.2903,1211.54739,2.2328,1178.44624,2.1763,1131.55564,2.1311,1223.33684
2.413,1209.22327,2.3852,1221.42413,2.3377,1198.0224,2.2889,1189.44327,2.2314,1156.03459,2.1749,1108.71897,2.1297,1201.3502
2.4115,1195.89705,2.3837,1211.19852,2.3362,1181.59557,2.2874,1166.50617,2.2299,1132.45921,2.1734,1086.45672,2.1282,1176.46169
2.4101,1177.11443,2.3823,1193.25721,2.3348,1161.97164,2.286,1143.77101,2.2285,1109.67526,2.172,1064.86284,2.1268,1152.48769
2.4087,1161.68365,2.3809,1180.55433,2.3334,1143.81298,2.2846,1120.09944,2.2271,1085.9903,2.1706,1042.40227,2.1254,1127.57833
2.4073,1139.74738,2.3795,1158.18619,2.332,1122.30857,2.2832,1097.6451,2.2257,1064.07188,2.1692,1021.51571,2.124,1104.62805
2.4058,1115.47892,2.378,1131.80196,2.3305,1100.15588,2.2817,1077.16718,2.2242,1044.47697,2.1677,1003.25785,2.1225,1083.69609
2.4044,1099.30216,2.3766,1116.82608,2.3291,1082.77823,2.2803,1056.72879,2.2228,1023.92699,2.1663,983.1303,2.1211,1062.72368
2.403,1079.9651,2.3752,1097.42005,2.3277,1063.51015,2.2789,1035.8055,2.2214,1003.53037,2.1649,964.26185,2.1197,1040.79889
2.4016,1063.04383,2.3738,1081.83442,2.3263,1045.25325,2.2775,1014.47881,2.22,982.62952,2.1635,944.35578,2.1183,1018.90326
2.4002,1039.45946,2.3724,1057.21723,2.3249,1022.70169,2.2761,993.62109,2.2186,962.70686,2.1621,926.41316,2.1169,997.00056
2.3987,1021.1141,2.3709,1039.49455,2.3234,1003.73364,2.2746,973.42154,2.2171,943.60693,2.1606,908.11226,2.1154,977.1016
2.3973,999.98864,2.3695,1017.53182,2.322,983.44546,2.2732,953.63757,2.2157,925.32046,2.1592,891.47262,2.114,957.16829
2.3959,974.78494,2.3681,989.72997,2.3206,960.8399,2.2718,934.19459,2.2143,907.63173,2.1578,875.07003,2.1126,938.19344
2.3945,953.77155,2.3667,967.82327,2.3192,940.71982,2.2704,915.42604,2.2129,890.36955,2.1564,858.51163,2.1112,920.22746
2.3931,933.97198,2.3653,947.47349,2.3178,921.47047,2.269,897.03232,2.2115,873.50239,2.155,842.74873,2.1098,902.25606
2.3917,916.158,2.3639,930.0165,2.3164,903.29949,2.2676,878.59131,2.2101,856.60063,2.1536,826.87857,2.1084,884.3227
2.3903,899.14904,2.3625,913.67452,2.315,885.62356,2.2662,859.68193,2.2087,839.06442,2.1522,810.76322,2.107,865.36562
2.3889,879.83723,2.3611,893.80612,2.3136,866.86835,2.2648,841.06845,2.2073,822.14306,2.1508,794.87863,2.1056,847.40749
2.3875,859.77082,2.3597,872.61041,2.3122,847.93123,2.2634,823.41773,2.2059,805.86166,2.1494,779.29319,2.1042,830.43014
2.386,840.71844,2.3582,852.87172,2.3107,829.56516,2.2619,805.91868,2.2044,789.69635,2.1479,764.94701,2.1027,812.44568
2.3846,823.30385,2.3568,834.90192,2.3093,812.70577,2.2605,788.79859,2.203,773.88224,2.1465,750.29887,2.1013,795.46561
2.3833,808.57789,2.3555,821.12645,2.308,797.02934,2.2592,771.54633,2.2017,757.41291,2.1452,735.33099,2.1,777.49482
2.3819,794.29177,2.3541,807.80839,2.3066,781.77516,2.2578,754.71078,2.2003,741.43998,2.1438,720.32611,2.0986,760.55384
2.3805,781.84151,2.3527,797.07075,2.3052,767.61226,2.2564,738.59831,2.1989,726.22389,2.1424,705.85051,2.0972,744.59726
2.3791,767.6944,2.3513,784.0597,2.3038,752.3291,2.255,721.96699,2.1975,710.53074,2.141,691.39724,2.0958,727.66425
2.3777,750.14913,2.3499,766.02457,2.3024,735.2737,2.2536,705.28742,2.1961,694.89978,2.1396,677.10904,2.0944,710.69051
2.3763,735.99731,2.3485,752.29866,2.301,720.69597,2.2522,689.76995,2.1947,680.23143,2.1382,663.74561,2.093,694.71725
2.3749,722.6056,2.3471,739.6653,2.2996,706.5459,2.2508,674.67774,2.1933,666.02118,2.1368,650.31577,2.0916,679.72658
2.3735,707.47493,2.3457,724.73747,2.2982,691.2124,2.2494,659.21694,2.1919,651.49718,2.1354,637.24455,2.0902,663.74981
2.3721,692.04781,2.3443,709.6614,2.2968,675.43421,2.248,643.55402,2.1905,636.74502,2.134,623.70678,2.0888,647.78326
2.3707,676.8814,2.3429,694.4782,2.2954,660.28461,2.2466,628.63359,2.1891,623.14148,2.1326,610.47414,2.0874,633.80883
2.3694,661.7152,2.3416,679.5326,2.2941,644.8978,2.2453,613.08863,2.1878,608.73278,2.1313,596.65014,2.0861,618.81542
2.368,646.57548,2.3402,664.36274,2.2927,629.78822,2.2439,598.2314,2.1864,594.79174,2.1299,583.7443,2.0847,603.83918
2.3666,631.02649,2.3388,648.51325,2.2913,614.53974,2.2425,583.40486,2.185,580.69307,2.1285,570.53066,2.0833,588.85548
2.3652,616.24029,2.3374,633.75764,2.2899,599.72293,2.2411,568.75989,2.1836,567.01736,2.1271,558.1581,2.0819,573.87662
2.3638,603.05048,2.336,620.75024,2.2885,586.35072,2.2397,555.64587,2.1822,555.18184,2.1257,546.48626,2.0805,561.87742
2.3625,589.47466,2.3347,607.07483,2.2872,572.87448,2.2384,542.86761,2.1809,543.34951,2.1244,534.81607,2.0792,549.88294
2.3611,576.20647,2.3333,593.79074,2.2858,559.62221,2.237,530.19296,2.1795,531.8427,2.123,522.80831,2.0778,538.87709
2.3597,562.00641,2.3319,579.0907,2.2844,545.92211,2.2356,518.06123,2.1781,520.91654,2.1216,511.95091,2.0764,527.88217
2.3584,547.91973,2.3306,564.68487,2.2831,532.1546,2.2343,505.57305,2.1768,509.54482,2.1203,501.19548,2.0751,515.89415
2.357,535.16035,2.3292,551.89267,2.2817,519.42802,2.2329,493.72845,2.1754,498.21806,2.1189,490.53283,2.0737,503.9033
2.3556,522.81757,2.3278,539.78378,2.2803,506.85135,2.2315,481.87056,2.174,487.0952,2.1175,480.27408,2.0723,491.91631
2.3543,511.47729,2.3265,528.65114,2.279,495.30343,2.2302,471.137,2.1727,476.88774,2.1162,470.8377,2.071,480.93779
2.3529,499.40165,2.3251,516.43833,2.2776,483.36498,2.2288,460.53681,2.1713,467.14101,2.1148,461.35033,2.0696,470.93169
2.3515,487.03211,2.3237,503.60355,2.2762,471.46066,2.2274,449.99051,2.1699,457.26564,2.1134,451.59327,2.0682,460.93802
2.3502,474.82307,2.3224,491.08653,2.2749,459.5596,2.2261,439.19937,2.1686,447.05971,2.1121,442.152,2.0669,449.96742
2.3488,461.85905,2.321,477.47953,2.2735,447.23858,2.2247,428.49512,2.1672,436.7909,2.1107,432.60063,2.0655,438.98117
2.3475,450.57279,2.3197,466.1364,2.2722,436.00919,2.2234,418.01451,2.1659,426.70364,2.1094,423.40093,2.0642,428.00634
2.3461,438.70422,2.3183,453.78961,2.2708,424.61883,2.222,408.27974,2.1645,417.40167,2.108,414.77926,2.0628,418.02408
2.3448,427.36102,2.317,441.94301,2.2695,413.77904,2.2207,398.91427,2.1632,408.75734,2.1067,406.48978,2.0615,409.02489
2.3434,416.97878,2.3156,431.28939,2.2681,403.66818,2.2193,389.69975,2.1618,399.98319,2.1053,397.91882,2.0601,400.04756
2.342,406.98824,2.3142,421.06912,2.2667,393.90736,2.2179,380.53793,2.1604,391.25041,2.1039,389.42772,2.0587,391.07311
2.3407,396.52064,2.3129,410.13532,2.2654,383.90595,2.2166,371.49624,2.1591,382.7168,2.1026,381.33703,2.0574,382.09657
2.3393,386.32393,2.3115,399.33697,2.264,374.3109,2.2152,363.09615,2.1577,374.78919,2.1012,373.45647,2.056,374.12191
2.338,376.01319,2.3102,388.71909,2.2627,364.30728,2.2139,354.30097,2.1564,366.58821,2.0999,366.01799,2.0547,365.15843
2.3366,366.25048,2.3088,378.61274,2.2613,354.88822,2.2125,345.67877,2.155,358.33397,2.0985,358.47773,2.0533,356.1902
2.3353,356.76432,2.3075,368.64466,2.26,345.88398,2.2112,337.71154,2.1537,350.92293,2.0972,351.62529,2.052,348.22056
2.334,347.72042,2.3062,359.37271,2.2587,337.06813,2.2099,329.54179,2.1524,342.98923,2.0959,344.72003,2.0507,339.25843
2.3326,338.86373,2.3048,350.19437,2.2573,328.5331,2.2085,321.81542,2.151,335.60977,2.0945,337.93039,2.0493,331.28915
2.3313,330.27684,2.3035,341.38842,2.256,320.16527,2.2072,314.10305,2.1497,328.22331,2.0932,331.13118,2.048,323.31544
2.3299,321.63335,2.3021,332.31667,2.2546,311.95002,2.2058,306.63161,2.1483,320.94202,2.0918,324.53367,2.0466,315.35036
2.3286,312.12048,2.3008,322.09774,2.2533,303.14322,2.2045,299.22613,2.147,313.84117,2.0905,318.29858,2.0453,307.38375
2.3272,302.62919,2.2994,311.88959,2.2519,294.36878,2.2031,291.87176,2.1456,306.8042,2.0891,312.2011,2.0439,299.4073
2.3259,294.19109,2.2981,302.92054,2.2506,286.46163,2.2018,285.13678,2.1443,300.24748,2.0878,306.06462,2.0426,292.43034
2.3246,286.3059,2.2968,294.70295,2.2493,278.90885,2.2005,278.46135,2.143,293.93668,2.0865,300.43029,2.0413,285.44308
2.3232,278.82961,2.2954,287.1648,2.2479,271.49441,2.1991,271.25433,2.1416,286.69192,2.0851,293.91613,2.0399,277.4677
2.3219,271.58058,2.2941,279.74029,2.2466,264.42087,2.1978,264.58559,2.1403,280.11999,2.0838,287.74904,2.0386,270.49094
2.3206,264.85686,2.2928,273.05343,2.2453,257.66029,2.1965,257.91099,2.139,273.49173,2.0825,281.48271,2.0373,263.50075
2.3193,258.08458,2.2915,266.10479,2.244,251.06437,2.1952,251.74637,2.1377,267.52546,2.0812,275.54192,2.036,257.509
2.318,251.43105,2.2902,259.45302,2.2427,244.40907,2.1939,245.23801,2.1364,261.12952,2.0799,269.72329,2.0347,250.53574
2.3166,245.12705,2.2888,252.97602,2.2413,238.27807,2.1925,239.30749,2.135,255.21086,2.0785,263.86973,2.0333,244.55198
2.3153,239.32444,2.2875,247.22472,2.24,232.42416,2.1912,233.56446,2.1337,249.50208,2.0772,258.43595,2.032,238.56821
2.3139,233.47906,2.2861,241.45203,2.2386,226.50609,2.1898,227.47014,2.1323,243.13367,2.0758,252.67792,2.0306,231.58942
2.3126,227.68652,2.2848,235.70576,2.2373,220.66728,2.1885,221.75096,2.131,237.4547,2.0745,247.29502,2.0293,225.61439
2.3113,222.28928,2.2835,230.39464,2.236,215.18393,2.1872,216.34304,2.1297,231.9443,2.0732,242.25994,2.028,219.62867
2.31,216.61587,2.2822,224.47043,2.2347,209.7613,2.1859,211.28101,2.1284,226.89076,2.0719,237.14445,2.0267,214.63706
2.3087,210.40083,2.2809,218.03791,2.2334,203.76374,2.1846,205.81117,2.1271,221.37646,2.0706,232.08769,2.0254,208.66523
2.3074,204.81124,2.2796,212.15562,2.2321,198.46686,2.1833,200.94768,2.1258,216.5956,2.0693,227.50654,2.0241,203.68466
2.3061,199.10319,2.2783,206.2141,2.2308,192.99229,2.182,196.30362,2.1245,211.89302,2.068,223.08213,2.0228,198.70391
2.3048,193.23709,2.277,199.95605,2.2295,187.51814,2.1807,191.41022,2.1232,207.09928,2.0667,218.47819,2.0215,193.72036
2.3035,187.54255,2.2757,194.02127,2.2282,182.06382,2.1794,186.79814,2.1219,202.43667,2.0654,214.13914,2.0202,188.7342
2.3022,182.03462,2.2744,188.17981,2.2269,176.88943,2.1781,182.12805,2.1206,197.67706,2.0641,209.60145,2.0189,183.75268
2.3008,176.91252,2.273,183.00626,2.2255,171.81878,2.1767,177.62175,2.1192,193.09769,2.0627,205.41918,2.0175,178.77621
2.2995,172.36773,2.2717,178.35887,2.2242,167.3766,2.1754,173.60778,2.1179,189.10923,2.0614,201.4325,2.0162,174.78595
2.2982,167.80265,2.2704,173.70133,2.2229,162.90398,2.1741,169.29576,2.1166,184.5277,2.0601,197.25526,2.0149,169.80014
2.2969,163.18069,2.2691,169.01535,2.2216,158.34604,2.1728,164.84901,2.1153,179.99826,2.0588,193.17058,2.0136,164.82595
2.2956,158.5582,2.2678,164.0916,2.2203,154.0248,2.1715,161.026,2.114,176.0525,2.0575,189.26484,2.0123,160.84016
2.2943,154.32898,2.2665,159.60199,2.219,150.05597,2.1702,157.25943,2.1127,172.15279,2.0562,185.45866,2.011,156.84691
2.293,150.09496,2.2652,155.10998,2.2177,146.07995,2.1689,153.48149,2.1114,168.23887,2.0549,181.6249,2.0097,152.85283
2.2917,146.20716,2.2639,150.79108,2.2164,142.62324,2.1676,150.27354,2.1101,165.03743,2.0536,178.21722,2.0084,149.85763
2.2904,142.08365,2.2626,146.35432,2.2151,138.81297,2.1663,146.50732,2.1088,161.13815,2.0523,174.39879,2.0071,145.8775
2.2891,138.25669,2.2613,142.30335,2.2138,135.21004,2.165,143.06848,2.1075,157.42761,2.051,170.96103,2.0058,141.89418
2.2878,134.63949,2.26,138.35724,2.2125,131.92173,2.1637,139.87642,2.1062,154.22152,2.0497,167.5401,2.0045,138.90294
2.2866,131.37606,2.2588,135.06303,2.2113,128.68909,2.1625,136.52224,2.105,150.5678,2.0485,164.21289,2.0033,134.92271
2.2853,127.49424,2.2575,130.74712,2.21,125.24136,2.1612,133.32847,2.1037,147.38408,2.0472,160.83228,2.002,131.93589
2.284,124.26416,2.2562,127.46958,2.2087,122.05874,2.1599,130.30327,2.1024,144.36208,2.0459,157.7672,2.0007,128.95697
2.2826,121.22407,2.2548,124.04953,2.2073,119.3986,2.1585,127.85306,2.101,141.83832,2.0445,154.70821,1.9993,126.96843
2.2814,118.28191,2.2536,121.15346,2.2061,116.41037,2.1573,124.88479,2.0998,138.86299,2.0433,151.74649,1.9981,123.97948
2.2801,115.30438,2.2523,118.23969,2.2048,113.36907,2.156,122.08275,2.0985,135.87493,2.042,148.75004,1.9968,120.99983
2.2788,112.44087,2.251,115.38293,2.2035,110.4988,2.1547,119.30074,2.0972,132.91192,2.0407,145.81662,1.9955,118.00722
2.2775,109.11567,2.2497,111.82033,2.2022,107.411,2.1534,116.42527,2.0959,129.85658,2.0394,142.70538,1.9942,115.00779
2.2762,105.98824,2.2484,108.59412,2.2009,104.38237,2.1521,113.64321,2.0946,126.91801,2.0381,139.83001,1.9929,112.00602
2.275,103.17981,2.2472,105.7649,2.1997,101.59471,2.1509,110.99165,2.0934,124.14257,2.0369,137.2804,1.9917,109.00473
2.2737,100.24582,2.2459,102.63541,2.1984,98.85623,2.1496,108.41772,2.0921,121.24366,2.0356,134.48339,1.9904,106.00392
2.2724,97.25174,2.2446,99.47587,2.1971,96.02761,2.1483,105.70149,2.0908,118.38736,2.0343,131.76982,1.9891,103.00489
2.2711,94.5398,2.2433,96.6949,2.1958,93.3847,2.147,103.02848,2.0895,115.5606,2.033,129.11492,1.9878,100.00629
2.2699,91.46926,2.2421,93.25963,2.1946,90.67889,2.1458,100.50614,2.0883,112.75067,2.0318,126.49452,1.9866,97.00682
2.2686,88.82654,2.2408,90.27577,2.1933,88.37731,2.1445,98.37208,2.087,110.6221,2.0305,124.24638,1.9853,94.99781
2.2673,86.43844,2.2395,87.89422,2.192,85.98265,2.1432,96.09103,2.0857,108.06479,2.0292,122.12788,1.984,92.0017
